Time (sec), Heater 1 (%), Temperature 1 (degC)
3.897286701202392578e+01,5.000000000000000000e+01,3.525999999999999801e+01
3.997812724113464355e+01,5.000000000000000000e+01,3.603000000000000114e+01
4.097612166404724121e+01,5.000000000000000000e+01,3.663000000000000256e+01
4.197713398933410645e+01,5.000000000000000000e+01,3.728999999999999915e+01
4.297503662109375000e+01,5.000000000000000000e+01,3.796000000000000085e+01
4.397753119468688965e+01,5.000000000000000000e+01,3.857000000000000028e+01
4.497700405120849609e+01,5.000000000000000000e+01,3.924000000000000199e+01
4.597605609893798828e+01,5.000000000000000000e+01,3.990999999999999659e+01
4.697394227981567383e+01,5.000000000000000000e+01,4.056000000000000227e+01
4.797540926933288574e+01,5.000000000000000000e+01,4.122999999999999687e+01
4.897630000114440918e+01,5.000000000000000000e+01,4.190999999999999659e+01
4.998078417778015137e+01,5.000000000000000000e+01,4.261999999999999744e+01
5.098306751251220703e+01,5.000000000000000000e+01,4.322999999999999687e+01
5.198683214187622070e+01,5.000000000000000000e+01,4.407000000000000028e+01
5.298738622665405273e+01,5.000000000000000000e+01,4.475000000000000000e+01
5.398335456848144531e+01,5.000000000000000000e+01,4.536999999999999744e+01
5.498182940483093262e+01,5.000000000000000000e+01,4.600000000000000000e+01
5.598300457000732422e+01,5.000000000000000000e+01,4.667999999999999972e+01
5.698403763771057129e+01,5.000000000000000000e+01,4.734000000000000341e+01
5.798762512207031250e+01,5.000000000000000000e+01,4.796999999999999886e+01
5.898706197738647461e+01,5.000000000000000000e+01,4.863000000000000256e+01
5.998668289184570312e+01,5.000000000000000000e+01,4.928999999999999915e+01
6.098890542984008789e+01,5.000000000000000000e+01,4.996999999999999886e+01
6.198734688758850098e+01,5.000000000000000000e+01,5.071999999999999886e+01
6.298984575271606445e+01,5.000000000000000000e+01,5.142000000000000171e+01
6.399384403228759766e+01,5.000000000000000000e+01,5.210999999999999943e+01
6.499667310714721680e+01,5.000000000000000000e+01,5.277000000000000313e+01
6.599965453147888184e+01,5.000000000000000000e+01,5.342000000000000171e+01
6.700549483299255371e+01,5.000000000000000000e+01,5.406000000000000227e+01
6.801119375228881836e+01,5.000000000000000000e+01,5.470000000000000284e+01
6.901006793975830078e+01,5.000000000000000000e+01,5.532000000000000028e+01
7.000544047355651855e+01,5.000000000000000000e+01,5.603000000000000114e+01
7.099563574790954590e+01,5.000000000000000000e+01,5.664000000000000057e+01
7.199930882453918457e+01,5.000000000000000000e+01,5.714999999999999858e+01
7.300144410133361816e+01,5.000000000000000000e+01,5.777000000000000313e+01
7.400119185447692871e+01,5.000000000000000000e+01,5.835999999999999943e+01
7.499915361404418945e+01,5.000000000000000000e+01,5.892999999999999972e+01
7.599744534492492676e+01,5.000000000000000000e+01,5.957000000000000028e+01
7.698934125900268555e+01,5.000000000000000000e+01,6.021000000000000085e+01
7.799165701866149902e+01,5.000000000000000000e+01,6.085999999999999943e+01
7.899795913696289062e+01,5.000000000000000000e+01,6.150000000000000000e+01
7.999612641334533691e+01,5.000000000000000000e+01,6.214999999999999858e+01
8.099015378952026367e+01,5.000000000000000000e+01,6.275999999999999801e+01
8.198320770263671875e+01,5.000000000000000000e+01,6.336999999999999744e+01
8.298621153831481934e+01,5.000000000000000000e+01,6.378999999999999915e+01
8.399020695686340332e+01,5.000000000000000000e+01,6.440000000000000568e+01
8.498271560668945312e+01,5.000000000000000000e+01,6.504999999999999716e+01
8.598178648948669434e+01,5.000000000000000000e+01,6.568999999999999773e+01
8.698556065559387207e+01,5.000000000000000000e+01,6.631000000000000227e+01
8.797827506065368652e+01,5.000000000000000000e+01,6.676000000000000512e+01
8.898103094100952148e+01,5.000000000000000000e+01,6.729999999999999716e+01
8.998518204689025879e+01,5.000000000000000000e+01,6.795000000000000284e+01
9.097743058204650879e+01,5.000000000000000000e+01,6.856000000000000227e+01
9.196955609321594238e+01,5.000000000000000000e+01,6.898000000000000398e+01
9.297116684913635254e+01,5.000000000000000000e+01,6.956000000000000227e+01
9.397254061698913574e+01,5.000000000000000000e+01,7.017000000000000171e+01
9.496568369865417480e+01,5.000000000000000000e+01,7.068999999999999773e+01
9.596579360961914062e+01,5.000000000000000000e+01,7.117000000000000171e+01
9.696494030952453613e+01,5.000000000000000000e+01,7.170000000000000284e+01
9.796889090538024902e+01,5.000000000000000000e+01,7.214000000000000057e+01
9.896893429756164551e+01,5.000000000000000000e+01,7.278000000000000114e+01
9.996785330772399902e+01,5.000000000000000000e+01,7.320000000000000284e+01
1.009725565910339355e+02,5.000000000000000000e+01,7.376999999999999602e+01
1.019708633422851562e+02,5.000000000000000000e+01,7.437999999999999545e+01
1.029717981815338135e+02,5.000000000000000000e+01,7.478000000000000114e+01
1.039771189689636230e+02,5.000000000000000000e+01,7.535999999999999943e+01
1.049781510829925537e+02,5.000000000000000000e+01,7.593000000000000682e+01
1.059782114028930664e+02,5.000000000000000000e+01,7.632999999999999829e+01
1.069773106575012207e+02,5.000000000000000000e+01,7.689000000000000057e+01
1.079815135002136230e+02,5.000000000000000000e+01,7.729000000000000625e+01
1.089822220802307129e+02,5.000000000000000000e+01,7.790999999999999659e+01
1.099810423851013184e+02,5.000000000000000000e+01,7.826000000000000512e+01
1.109847104549407959e+02,5.000000000000000000e+01,7.882999999999999829e+01
1.119882371425628662e+02,5.000000000000000000e+01,7.923000000000000398e+01
1.129904627799987793e+02,5.000000000000000000e+01,7.973000000000000398e+01
1.139904403686523438e+02,5.000000000000000000e+01,8.020000000000000284e+01
1.149926240444183350e+02,5.000000000000000000e+01,8.060999999999999943e+01
1.159938616752624512e+02,5.000000000000000000e+01,8.115999999999999659e+01
1.169946851730346680e+02,5.000000000000000000e+01,8.156000000000000227e+01
1.179917335510253906e+02,5.000000000000000000e+01,8.210999999999999943e+01
1.189944376945495605e+02,5.000000000000000000e+01,8.246999999999999886e+01
1.199978654384613037e+02,5.000000000000000000e+01,8.303000000000000114e+01
1.209961781501770020e+02,5.000000000000000000e+01,8.342000000000000171e+01
1.220017287731170654e+02,5.000000000000000000e+01,8.379000000000000625e+01
1.230029470920562744e+02,5.000000000000000000e+01,8.429999999999999716e+01
1.240082440376281738e+02,5.000000000000000000e+01,8.470999999999999375e+01
1.250092966556549072e+02,5.000000000000000000e+01,8.506000000000000227e+01
1.260022981166839600e+02,5.000000000000000000e+01,8.559000000000000341e+01
1.270070970058441162e+02,5.000000000000000000e+01,8.600000000000000000e+01
1.280107958316802979e+02,5.000000000000000000e+01,8.631999999999999318e+01
1.290166356563568115e+02,5.000000000000000000e+01,8.687000000000000455e+01
1.300136990547180176e+02,5.000000000000000000e+01,8.729000000000000625e+01
1.310155572891235352e+02,5.000000000000000000e+01,8.760999999999999943e+01
1.320086278915405273e+02,5.000000000000000000e+01,8.793000000000000682e+01
1.330116462707519531e+02,5.000000000000000000e+01,8.834999999999999432e+01
1.340080068111419678e+02,5.000000000000000000e+01,8.876999999999999602e+01
1.350078849792480469e+02,5.000000000000000000e+01,8.917000000000000171e+01
1.360011675357818604e+02,5.000000000000000000e+01,8.954000000000000625e+01
1.370058279037475586e+02,5.000000000000000000e+01,8.985999999999999943e+01
1.380101206302642822e+02,5.000000000000000000e+01,9.018999999999999773e+01
1.390124249458312988e+02,5.000000000000000000e+01,9.051000000000000512e+01
1.400188572406768799e+02,5.000000000000000000e+01,9.084999999999999432e+01
1.410214297771453857e+02,5.000000000000000000e+01,9.125000000000000000e+01
1.420124294757843018e+02,5.000000000000000000e+01,9.175000000000000000e+01
1.430154924392700195e+02,5.000000000000000000e+01,9.212000000000000455e+01
1.440152018070220947e+02,5.000000000000000000e+01,9.246999999999999886e+01
1.450147726535797119e+02,5.000000000000000000e+01,9.282999999999999829e+01
1.460197474956512451e+02,5.000000000000000000e+01,9.331000000000000227e+01
1.470206575393676758e+02,5.000000000000000000e+01,9.370999999999999375e+01
1.480255279541015625e+02,5.000000000000000000e+01,9.404999999999999716e+01
1.490235631465911865e+02,5.000000000000000000e+01,9.437999999999999545e+01
1.500208363533020020e+02,5.000000000000000000e+01,9.470000000000000284e+01
1.510253348350524902e+02,5.000000000000000000e+01,9.501999999999999602e+01
1.520205798149108887e+02,5.000000000000000000e+01,9.531000000000000227e+01
1.530236589908599854e+02,5.000000000000000000e+01,9.565999999999999659e+01
1.540243923664093018e+02,5.000000000000000000e+01,9.598999999999999488e+01
1.550249526500701904e+02,5.000000000000000000e+01,9.631000000000000227e+01
1.560234475135803223e+02,5.000000000000000000e+01,9.665000000000000568e+01
1.570281908512115479e+02,5.000000000000000000e+01,9.703000000000000114e+01
1.580321855545043945e+02,5.000000000000000000e+01,9.731999999999999318e+01
1.590265989303588867e+02,5.000000000000000000e+01,9.762999999999999545e+01
1.600299146175384521e+02,5.000000000000000000e+01,9.807999999999999829e+01
1.610284934043884277e+02,5.000000000000000000e+01,9.829000000000000625e+01
1.620302083492279053e+02,5.000000000000000000e+01,9.857999999999999829e+01
1.630331244468688965e+02,5.000000000000000000e+01,9.889000000000000057e+01
1.640332789421081543e+02,5.000000000000000000e+01,9.920999999999999375e+01
1.650374608039855957e+02,5.000000000000000000e+01,9.953000000000000114e+01
1.660278520584106445e+02,5.000000000000000000e+01,9.981000000000000227e+01
1.670306293964385986e+02,5.000000000000000000e+01,1.000999999999999943e+02
1.680245432853698730e+02,5.000000000000000000e+01,1.002399999999999949e+02
1.690236959457397461e+02,5.000000000000000000e+01,1.005000000000000000e+02
1.700190103054046631e+02,5.000000000000000000e+01,1.007900000000000063e+02
1.710185880661010742e+02,5.000000000000000000e+01,1.009699999999999989e+02
1.720182635784149170e+02,5.000000000000000000e+01,1.011400000000000006e+02
1.730220618247985840e+02,5.000000000000000000e+01,1.014599999999999937e+02
1.740209307670593262e+02,5.000000000000000000e+01,1.017699999999999960e+02
1.750117332935333252e+02,5.000000000000000000e+01,1.020900000000000034e+02
1.760106675624847412e+02,5.000000000000000000e+01,1.023799999999999955e+02
1.770108420848846436e+02,5.000000000000000000e+01,1.026099999999999994e+02
1.780142133235931396e+02,5.000000000000000000e+01,1.027900000000000063e+02
1.790096323490142822e+02,5.000000000000000000e+01,1.030799999999999983e+02
1.800132088661193848e+02,5.000000000000000000e+01,1.033700000000000045e+02
1.810191323757171631e+02,5.000000000000000000e+01,1.036700000000000017e+02
1.820184471607208252e+02,5.000000000000000000e+01,1.038199999999999932e+02
1.830128509998321533e+02,5.000000000000000000e+01,1.040400000000000063e+02
1.840100648403167725e+02,5.000000000000000000e+01,1.043700000000000045e+02
1.850052623748779297e+02,5.000000000000000000e+01,1.044599999999999937e+02
1.860076158046722412e+02,5.000000000000000000e+01,1.046899999999999977e+02
1.870021791458129883e+02,5.000000000000000000e+01,1.049800000000000040e+02
1.879994685649871826e+02,5.000000000000000000e+01,1.051200000000000045e+02
1.889926128387451172e+02,5.000000000000000000e+01,1.053299999999999983e+02
1.899966263771057129e+02,5.000000000000000000e+01,1.056500000000000057e+02
1.909975655078887939e+02,5.000000000000000000e+01,1.058299999999999983e+02
1.920010967254638672e+02,5.000000000000000000e+01,1.059800000000000040e+02
1.929965839385986328e+02,5.000000000000000000e+01,1.062999999999999972e+02
1.939941737651824951e+02,5.000000000000000000e+01,1.065999999999999943e+02
1.949895653724670410e+02,5.000000000000000000e+01,1.068499999999999943e+02
1.959820070266723633e+02,5.000000000000000000e+01,1.069800000000000040e+02
1.969774045944213867e+02,5.000000000000000000e+01,1.072699999999999960e+02
1.979771473407745361e+02,5.000000000000000000e+01,1.075900000000000034e+02
1.989761028289794922e+02,5.000000000000000000e+01,1.079099999999999966e+02
1.999737210273742676e+02,5.000000000000000000e+01,1.081400000000000006e+02
2.009672074317932129e+02,5.000000000000000000e+01,1.082800000000000011e+02
2.019658753871917725e+02,5.000000000000000000e+01,1.085499999999999972e+02
2.029696748256683350e+02,5.000000000000000000e+01,1.088599999999999994e+02
2.039697649478912354e+02,5.000000000000000000e+01,1.089099999999999966e+02
2.049745759963989258e+02,5.000000000000000000e+01,1.092000000000000028e+02
2.059652781486511230e+02,5.000000000000000000e+01,1.095199999999999960e+02
2.069659161567687988e+02,5.000000000000000000e+01,1.098100000000000023e+02
2.079698095321655273e+02,5.000000000000000000e+01,1.098900000000000006e+02
2.089608092308044434e+02,5.000000000000000000e+01,1.101700000000000017e+02
2.099669897556304932e+02,5.000000000000000000e+01,1.103299999999999983e+02
2.109725730419158936e+02,5.000000000000000000e+01,1.104899999999999949e+02
2.119683399200439453e+02,5.000000000000000000e+01,1.106299999999999955e+02
2.129615111351013184e+02,5.000000000000000000e+01,1.108100000000000023e+02
2.139633235931396484e+02,5.000000000000000000e+01,1.110000000000000000e+02
2.149609205722808838e+02,5.000000000000000000e+01,1.111299999999999955e+02
2.159662775993347168e+02,5.000000000000000000e+01,1.114099999999999966e+02
2.169721703529357910e+02,5.000000000000000000e+01,1.114599999999999937e+02
2.179727618694305420e+02,5.000000000000000000e+01,1.116599999999999966e+02
2.189783208370208740e+02,5.000000000000000000e+01,1.117800000000000011e+02
2.199809565544128418e+02,5.000000000000000000e+01,1.118900000000000006e+02
2.209827773571014404e+02,5.000000000000000000e+01,1.120999999999999943e+02
2.219830768108367920e+02,5.000000000000000000e+01,1.121800000000000068e+02
2.229785795211791992e+02,5.000000000000000000e+01,1.124200000000000017e+02
2.239746065139770508e+02,5.000000000000000000e+01,1.126299999999999955e+02
2.249765512943267822e+02,5.000000000000000000e+01,1.127399999999999949e+02
2.259789426326751709e+02,5.000000000000000000e+01,1.130699999999999932e+02
2.269766373634338379e+02,5.000000000000000000e+01,1.130799999999999983e+02
2.279797501564025879e+02,5.000000000000000000e+01,1.133900000000000006e+02
2.289812481403350830e+02,5.000000000000000000e+01,1.134000000000000057e+02
2.299870722293853760e+02,5.000000000000000000e+01,1.136899999999999977e+02
2.309923219680786133e+02,5.000000000000000000e+01,1.137300000000000040e+02
2.319981729984283447e+02,5.000000000000000000e+01,1.139200000000000017e+02
2.329930002689361572e+02,5.000000000000000000e+01,1.140300000000000011e+02
2.339942498207092285e+02,5.000000000000000000e+01,1.143100000000000023e+02
2.349996051788330078e+02,5.000000000000000000e+01,1.143700000000000045e+02
2.360016388893127441e+02,5.000000000000000000e+01,1.146800000000000068e+02
2.369953567981719971e+02,5.000000000000000000e+01,1.148100000000000023e+02
2.380005619525909424e+02,5.000000000000000000e+01,1.150199999999999960e+02
2.389911563396453857e+02,5.000000000000000000e+01,1.151899999999999977e+02
2.399947497844696045e+02,5.000000000000000000e+01,1.153199999999999932e+02
2.409922015666961670e+02,5.000000000000000000e+01,1.156099999999999994e+02
2.419896733760833740e+02,5.000000000000000000e+01,1.156400000000000006e+02
2.429906296730041504e+02,5.000000000000000000e+01,1.157099999999999937e+02
2.439940559864044189e+02,5.000000000000000000e+01,1.159699999999999989e+02
2.449932582378387451e+02,5.000000000000000000e+01,1.160999999999999943e+02
2.459935564994812012e+02,5.000000000000000000e+01,1.162399999999999949e+02
2.469861845970153809e+02,5.000000000000000000e+01,1.162900000000000063e+02
2.479767158031463623e+02,5.000000000000000000e+01,1.165300000000000011e+02
2.489768760204315186e+02,5.000000000000000000e+01,1.166099999999999994e+02
2.499778735637664795e+02,5.000000000000000000e+01,1.168900000000000006e+02
2.509836249351501465e+02,5.000000000000000000e+01,1.169300000000000068e+02
2.519884550571441650e+02,5.000000000000000000e+01,1.170900000000000034e+02
2.529915394783020020e+02,5.000000000000000000e+01,1.172199999999999989e+02
2.539918282032012939e+02,5.000000000000000000e+01,1.172600000000000051e+02
2.549946751594543457e+02,5.000000000000000000e+01,1.172699999999999960e+02
2.559917771816253662e+02,5.000000000000000000e+01,1.175799999999999983e+02
2.569965431690216064e+02,5.000000000000000000e+01,1.175900000000000034e+02
2.580006637573242188e+02,5.000000000000000000e+01,1.178400000000000034e+02
2.590026292800903320e+02,5.000000000000000000e+01,1.179000000000000057e+02
2.600061488151550293e+02,5.000000000000000000e+01,1.180000000000000000e+02
2.610053441524505615e+02,5.000000000000000000e+01,1.182199999999999989e+02
2.620080971717834473e+02,5.000000000000000000e+01,1.182199999999999989e+02
2.630004236698150635e+02,5.000000000000000000e+01,1.183700000000000045e+02
2.639978420734405518e+02,5.000000000000000000e+01,1.185400000000000063e+02
2.650016055107116699e+02,5.000000000000000000e+01,1.186899999999999977e+02
2.660050652027130127e+02,5.000000000000000000e+01,1.188700000000000045e+02
2.669964847564697266e+02,5.000000000000000000e+01,1.188700000000000045e+02
2.679959228038787842e+02,5.000000000000000000e+01,1.191899999999999977e+02
2.689971733093261719e+02,5.000000000000000000e+01,1.191899999999999977e+02
2.700006120204925537e+02,5.000000000000000000e+01,1.195000000000000000e+02
2.710037949085235596e+02,5.000000000000000000e+01,1.195100000000000051e+02
2.719951484203338623e+02,5.000000000000000000e+01,1.195600000000000023e+02
2.730001997947692871e+02,5.000000000000000000e+01,1.197999999999999972e+02
2.739994587898254395e+02,5.000000000000000000e+01,1.198299999999999983e+02
2.750035452842712402e+02,5.000000000000000000e+01,1.198299999999999983e+02
2.760058827400207520e+02,5.000000000000000000e+01,1.199099999999999966e+02
2.770093762874603271e+02,5.000000000000000000e+01,1.201599999999999966e+02
2.780113558769226074e+02,5.000000000000000000e+01,1.201200000000000045e+02
2.790062937736511230e+02,5.000000000000000000e+01,1.201599999999999966e+02
2.799979074001312256e+02,5.000000000000000000e+01,1.201899999999999977e+02
2.809910666942596436e+02,5.000000000000000000e+01,1.204500000000000028e+02
2.819943866729736328e+02,5.000000000000000000e+01,1.204800000000000040e+02
2.829976196289062500e+02,5.000000000000000000e+01,1.204800000000000040e+02
2.840027492046356201e+02,5.000000000000000000e+01,1.206099999999999994e+02
2.850058341026306152e+02,5.000000000000000000e+01,1.207999999999999972e+02
2.860103373527526855e+02,5.000000000000000000e+01,1.207999999999999972e+02
2.870128321647644043e+02,5.000000000000000000e+01,1.208499999999999943e+02
2.880094497203826904e+02,5.000000000000000000e+01,1.209899999999999949e+02
2.890111873149871826e+02,5.000000000000000000e+01,1.211200000000000045e+02
2.900106551647186279e+02,5.000000000000000000e+01,1.211200000000000045e+02
2.910133922100067139e+02,5.000000000000000000e+01,1.211200000000000045e+02
2.920120606422424316e+02,5.000000000000000000e+01,1.214300000000000068e+02
2.930113217830657959e+02,5.000000000000000000e+01,1.214300000000000068e+02
2.940085635185241699e+02,5.000000000000000000e+01,1.214500000000000028e+02
2.950026383399963379e+02,5.000000000000000000e+01,1.214599999999999937e+02
2.959992585182189941e+02,5.000000000000000000e+01,1.217199999999999989e+02
2.969921317100524902e+02,5.000000000000000000e+01,1.217699999999999960e+02
2.979875326156616211e+02,5.000000000000000000e+01,1.217699999999999960e+02
2.989877827167510986e+02,5.000000000000000000e+01,1.218499999999999943e+02
2.999938111305236816e+02,5.000000000000000000e+01,1.220600000000000023e+02
3.009974324703216553e+02,5.000000000000000000e+01,1.220900000000000034e+02
3.019910936355590820e+02,5.000000000000000000e+01,1.220900000000000034e+02
3.029962489604949951e+02,5.000000000000000000e+01,1.222000000000000028e+02
3.040015101432800293e+02,5.000000000000000000e+01,1.224099999999999966e+02
3.049994070529937744e+02,5.000000000000000000e+01,1.224099999999999966e+02
3.059975628852844238e+02,5.000000000000000000e+01,1.224300000000000068e+02
3.069936332702636719e+02,5.000000000000000000e+01,1.227199999999999989e+02
3.079929962158203125e+02,5.000000000000000000e+01,1.227300000000000040e+02
3.089916281700134277e+02,5.000000000000000000e+01,1.228100000000000023e+02
3.099966168403625488e+02,5.000000000000000000e+01,1.229899999999999949e+02
3.109992370605468750e+02,5.000000000000000000e+01,1.230600000000000023e+02
3.120017383098602295e+02,5.000000000000000000e+01,1.230600000000000023e+02
3.130059294700622559e+02,5.000000000000000000e+01,1.232300000000000040e+02
3.140009796619415283e+02,5.000000000000000000e+01,1.233799999999999955e+02
3.150048966407775879e+02,5.000000000000000000e+01,1.233799999999999955e+02
3.159971466064453125e+02,5.000000000000000000e+01,1.234000000000000057e+02
3.169895226955413818e+02,5.000000000000000000e+01,1.235199999999999960e+02
3.179899528026580811e+02,5.000000000000000000e+01,1.235999999999999943e+02
3.189873399734497070e+02,5.000000000000000000e+01,1.237000000000000028e+02
3.199886195659637451e+02,5.000000000000000000e+01,1.237000000000000028e+02
3.209879448413848877e+02,5.000000000000000000e+01,1.237000000000000028e+02
3.219797925949096680e+02,5.000000000000000000e+01,1.237000000000000028e+02
3.229801912307739258e+02,5.000000000000000000e+01,1.237800000000000011e+02
3.239800751209259033e+02,5.000000000000000000e+01,1.240199999999999960e+02
3.249818401336669922e+02,5.000000000000000000e+01,1.240199999999999960e+02
3.259843201637268066e+02,5.000000000000000000e+01,1.241200000000000045e+02
3.269838111400604248e+02,5.000000000000000000e+01,1.243100000000000023e+02
3.279873509407043457e+02,5.000000000000000000e+01,1.243499999999999943e+02
3.289915509223937988e+02,5.000000000000000000e+01,1.243499999999999943e+02
3.299853825569152832e+02,5.000000000000000000e+01,1.243499999999999943e+02
3.309908323287963867e+02,5.000000000000000000e+01,1.243599999999999994e+02
3.319922237396240234e+02,5.000000000000000000e+01,1.244699999999999989e+02
3.329852199554443359e+02,5.000000000000000000e+01,1.247199999999999989e+02
3.339854209423065186e+02,5.000000000000000000e+01,1.247600000000000051e+02
3.349815933704376221e+02,5.000000000000000000e+01,1.249599999999999937e+02
3.359792065620422363e+02,5.000000000000000000e+01,1.250199999999999960e+02
3.369842586517333984e+02,5.000000000000000000e+01,1.253100000000000023e+02
3.379858055114746094e+02,5.000000000000000000e+01,1.254399999999999977e+02
3.389847304821014404e+02,5.000000000000000000e+01,1.255699999999999932e+02
3.399896893501281738e+02,5.000000000000000000e+01,1.256299999999999955e+02
3.409842441082000732e+02,5.000000000000000000e+01,1.256299999999999955e+02
3.419756059646606445e+02,5.000000000000000000e+01,1.256500000000000057e+02
3.429668130874633789e+02,5.000000000000000000e+01,1.257300000000000040e+02
3.439685137271881104e+02,5.000000000000000000e+01,1.259099999999999966e+02
3.449725692272186279e+02,5.000000000000000000e+01,1.258900000000000006e+02
3.459737358093261719e+02,5.000000000000000000e+01,1.259399999999999977e+02
3.469727706909179688e+02,5.000000000000000000e+01,1.259599999999999937e+02
3.479757215976715088e+02,5.000000000000000000e+01,1.259599999999999937e+02
3.489804470539093018e+02,5.000000000000000000e+01,1.259599999999999937e+02
3.499821486473083496e+02,5.000000000000000000e+01,1.259599999999999937e+02
3.509868221282958984e+02,5.000000000000000000e+01,1.259599999999999937e+02
3.519829251766204834e+02,5.000000000000000000e+01,1.259599999999999937e+02
3.529882731437683105e+02,5.000000000000000000e+01,1.259699999999999989e+02
3.539883971214294434e+02,5.000000000000000000e+01,1.259699999999999989e+02
3.549911293983459473e+02,5.000000000000000000e+01,1.261700000000000017e+02
3.559817888736724854e+02,5.000000000000000000e+01,1.262099999999999937e+02
3.569846475124359131e+02,5.000000000000000000e+01,1.262800000000000011e+02
3.579866766929626465e+02,5.000000000000000000e+01,1.262500000000000000e+02
3.589903964996337891e+02,5.000000000000000000e+01,1.262800000000000011e+02
3.599883468151092529e+02,5.000000000000000000e+01,1.262999999999999972e+02
3.609857211112976074e+02,5.000000000000000000e+01,1.264200000000000017e+02
3.619894652366638184e+02,5.000000000000000000e+01,1.265199999999999960e+02
3.629944775104522705e+02,5.000000000000000000e+01,1.265400000000000063e+02
3.639957849979400635e+02,5.000000000000000000e+01,1.265000000000000000e+02
3.649974453449249268e+02,5.000000000000000000e+01,1.264899999999999949e+02
3.659993550777435303e+02,5.000000000000000000e+01,1.265999999999999943e+02
3.669977257251739502e+02,5.000000000000000000e+01,1.265999999999999943e+02
3.679996819496154785e+02,5.000000000000000000e+01,1.266200000000000045e+02
3.689975214004516602e+02,5.000000000000000000e+01,1.267900000000000063e+02
3.699945886135101318e+02,5.000000000000000000e+01,1.268400000000000034e+02
3.709997200965881348e+02,5.000000000000000000e+01,1.269200000000000017e+02
3.719991416931152344e+02,5.000000000000000000e+01,1.269200000000000017e+02
3.730025305747985840e+02,5.000000000000000000e+01,1.269399999999999977e+02
3.739955558776855469e+02,5.000000000000000000e+01,1.269599999999999937e+02
3.750006847381591797e+02,5.000000000000000000e+01,1.270699999999999932e+02
3.759929454326629639e+02,5.000000000000000000e+01,1.271200000000000045e+02
3.769974420070648193e+02,5.000000000000000000e+01,1.272500000000000000e+02
3.780026838779449463e+02,5.000000000000000000e+01,1.272500000000000000e+02
3.790033144950866699e+02,5.000000000000000000e+01,1.272600000000000051e+02
3.800062320232391357e+02,5.000000000000000000e+01,1.272800000000000011e+02
3.810076413154602051e+02,5.000000000000000000e+01,1.275400000000000063e+02
3.820074594020843506e+02,5.000000000000000000e+01,1.275499999999999972e+02
3.830082883834838867e+02,5.000000000000000000e+01,1.275699999999999932e+02
3.840023043155670166e+02,5.000000000000000000e+01,1.275699999999999932e+02
3.849969942569732666e+02,5.000000000000000000e+01,1.276200000000000045e+02
3.859976887702941895e+02,5.000000000000000000e+01,1.276800000000000068e+02
