Time (sec), Heater 1 (%), Temperature 1 (degC)
3.870000717639923096e+02,5.000000000000000000e+01,1.277500000000000000e+02
3.880024960041046143e+02,5.000000000000000000e+01,1.277800000000000011e+02
3.890037803649902344e+02,5.000000000000000000e+01,1.278299999999999983e+02
3.900065524578094482e+02,5.000000000000000000e+01,1.276299999999999955e+02
3.910056951045989990e+02,5.000000000000000000e+01,1.275999999999999943e+02
3.919973998069763184e+02,5.000000000000000000e+01,1.277099999999999937e+02
3.929908072948455811e+02,5.000000000000000000e+01,1.277900000000000063e+02
3.939964110851287842e+02,5.000000000000000000e+01,1.277800000000000011e+02
3.949869797229766846e+02,5.000000000000000000e+01,1.278100000000000023e+02
3.959914767742156982e+02,5.000000000000000000e+01,1.278400000000000034e+02
3.969916949272155762e+02,5.000000000000000000e+01,1.278900000000000006e+02
3.979907004833221436e+02,5.000000000000000000e+01,1.279599999999999937e+02
3.989832875728607178e+02,5.000000000000000000e+01,1.282100000000000080e+02
3.999874236583709717e+02,5.000000000000000000e+01,1.282100000000000080e+02
4.009864640235900879e+02,5.000000000000000000e+01,1.282299999999999898e+02
4.019867959022521973e+02,5.000000000000000000e+01,1.283100000000000023e+02
4.029904758930206299e+02,5.000000000000000000e+01,1.282299999999999898e+02
4.039894368648529053e+02,5.000000000000000000e+01,1.282500000000000000e+02
4.049866199493408203e+02,5.000000000000000000e+01,1.282800000000000011e+02
4.059918520450592041e+02,5.000000000000000000e+01,1.285200000000000102e+02
4.069904389381408691e+02,5.000000000000000000e+01,1.285399999999999920e+02
4.079944801330566406e+02,5.000000000000000000e+01,1.285399999999999920e+02
4.089944400787353516e+02,5.000000000000000000e+01,1.285399999999999920e+02
4.099965720176696777e+02,5.000000000000000000e+01,1.285399999999999920e+02
4.109977147579193115e+02,5.000000000000000000e+01,1.285699999999999932e+02
4.119944407939910889e+02,5.000000000000000000e+01,1.288400000000000034e+02
4.129943509101867676e+02,5.000000000000000000e+01,1.288600000000000136e+02
4.139939150810241699e+02,5.000000000000000000e+01,1.288600000000000136e+02
4.149966435432434082e+02,5.000000000000000000e+01,1.288600000000000136e+02
4.159955906867980957e+02,5.000000000000000000e+01,1.288899999999999864e+02
4.169991567134857178e+02,5.000000000000000000e+01,1.289900000000000091e+02
4.179990935325622559e+02,5.000000000000000000e+01,1.290500000000000114e+02
4.190015356540679932e+02,5.000000000000000000e+01,1.290800000000000125e+02
4.200052549839019775e+02,5.000000000000000000e+01,1.289699999999999989e+02
4.210084395408630371e+02,5.000000000000000000e+01,1.291599999999999966e+02
4.220077900886535645e+02,5.000000000000000000e+01,1.291800000000000068e+02
4.230064530372619629e+02,5.000000000000000000e+01,1.291800000000000068e+02
4.240116846561431885e+02,5.000000000000000000e+01,1.291800000000000068e+02
4.250148358345031738e+02,5.000000000000000000e+01,1.292100000000000080e+02
4.260107622146606445e+02,5.000000000000000000e+01,1.292100000000000080e+02
4.270113608837127686e+02,5.000000000000000000e+01,1.293199999999999932e+02
4.280086300373077393e+02,5.000000000000000000e+01,1.293400000000000034e+02
4.290084455013275146e+02,5.000000000000000000e+01,1.294099999999999966e+02
4.300060918331146240e+02,5.000000000000000000e+01,1.294900000000000091e+02
4.310022761821746826e+02,5.000000000000000000e+01,1.295000000000000000e+02
4.320018260478973389e+02,5.000000000000000000e+01,1.295000000000000000e+02
4.330029683113098145e+02,5.000000000000000000e+01,1.295000000000000000e+02
4.340030753612518311e+02,5.000000000000000000e+01,1.295000000000000000e+02
4.350028190612792969e+02,5.000000000000000000e+01,1.296299999999999955e+02
4.360032777786254883e+02,5.000000000000000000e+01,1.298100000000000023e+02
4.370095105171203613e+02,5.000000000000000000e+01,1.298199999999999932e+02
4.380015101432800293e+02,5.000000000000000000e+01,1.297599999999999909e+02
4.389923529624938965e+02,5.000000000000000000e+01,1.298199999999999932e+02
4.399980511665344238e+02,5.000000000000000000e+01,1.298199999999999932e+02
4.409883270263671875e+02,5.000000000000000000e+01,1.298199999999999932e+02
4.419808173179626465e+02,5.000000000000000000e+01,1.298199999999999932e+02
4.429799592494964600e+02,5.000000000000000000e+01,1.298199999999999932e+02
